geodatabase,layer,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,field_count,field_names,field_types,first_word,memory_mb,has_z
D:\NEOM_PROJECT\Marine_New_Data\Megafauna (Cetaceans) baseline study\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Dugong_Sighting_KBD_2018_2023,success,,EPSG:4326,4326,Point,"[np.float64(34.580088000000046), np.float64(27.568255300000033), np.float64(35.49685014000005), np.float64(28.229318147000072)]","[(35.41845166565366, 27.487251092588345), (34.543296001381734, 28.06968256758086), (34.71277990425618, 28.324347371891772), (35.58793556852811, 27.74191589689926), (35.41845166565366, 27.487251092588345)]",57,TRUE,25,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.086,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna (Cetaceans) baseline study\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Avifauna,success,,EPSG:4326,4326,Point,"[np.float64(34.51894295000005), np.float64(27.194830000000024), np.float64(35.68541060700005), np.float64(28.520144040000048)]","[(35.490058446187696, 27.104197370517472), (34.30681716489928, 28.0772647093017), (34.7638505889815, 28.63301331245423), (35.947091870269915, 27.659945973670002), (35.490058446187696, 27.104197370517472)]",1500,TRUE,59,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, VPLoc, SampleID, Bearing, FaunaType, FamilyName, Genus, SpeciesName, ComName, SpeciesCod, Count_, HeightBand, TimeHeight, FlightDir, IUCN_GL, IUCN_Bbird, HCP_SC_04, HCP_SR_21, HCP_SR_20, GCC_Con, Bon_Con, Local_Stat, EnvType, Biotope, Temp, WindDirect, WindSpeed, CloudCov, Rain, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, Behaviour, stage, Season1, Effort, Document_Number, DocumentTitle, ReportDate, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms, UTC], ObsTime:object, ObsMethod:object, VPLoc:object, SampleID:object, Bearing:object, FaunaType:object, FamilyName:object, Genus:object, SpeciesName:object, ComName:object, SpeciesCod:object, Count_:float64, HeightBand:object, TimeHeight:float64, FlightDir:object, IUCN_GL:object, IUCN_Bbird:object, HCP_SC_04:object, HCP_SR_21:object, HCP_SR_20:object, GCC_Con:object, Bon_Con:object, Local_Stat:object, EnvType:object, Biotope:object, Temp:float64, WindDirect:object, WindSpeed:object, CloudCov:object, Rain:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms, UTC], Editor:object, Behaviour:object, stage:object, Season1:object, Effort:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], geometry:geometry",MM_NEOM,3.874,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna (Cetaceans) baseline study\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Prohibited_Areas,success,,EPSG:4326,4326,MultiPolygon,"[np.float64(34.48331539000003), np.float64(27.63983649200003), np.float64(35.29768913400005), np.float64(28.024017167000068)]","[(35.29312735174572, 27.62827284726213), (34.45877952172554, 27.93594527960403), (34.53168802203593, 28.13365896022525), (35.36603585205611, 27.82598652788335), (35.29312735174572, 27.62827284726213)]",6,TRUE,23,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, Author, StartDate, EndDate, Source, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, SHAPE_Length, SHAPE_Area, Document_Number, ReportDate, DocumentTitle, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, Author:object, StartDate:datetime64[ms], EndDate:datetime64[ms], Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, SHAPE_Area:float64, Document_Number:object, ReportDate:datetime64[ms, UTC], DocumentTitle:object, geometry:geometry",MM_NEOM,0.008,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna (Cetaceans) baseline study\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Other_Wildlife_Sightings,success,,EPSG:4326,4326,Point,"[np.float64(34.52088900000007), np.float64(27.265795000000026), np.float64(35.517986000000064), np.float64(28.414101000000073)]","[(34.70213200000006, 28.414101000000073), (35.656960018555125, 27.554851675596776), (35.351554760809826, 27.215474630043914), (34.3967267422547, 28.074723954447162), (34.70213200000006, 28.414101000000073)]",98,TRUE,26,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, Obstime, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, Obstime:object, geometry:geometry",MM_NEOM,0.153,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,Avifauna_Sighting,success,,EPSG:4326,4326,Point,"[np.float64(34.51599500000003), np.float64(27.19604700000008), np.float64(35.66283600000003), np.float64(28.521067000000073)]","[(34.77411488464024, 28.544817232814307), (35.72171847040768, 27.40799475294308), (35.289434263794405, 27.047662272269605), (34.341830678026966, 28.184484752140833), (34.77411488464024, 28.544817232814307)]",1227,TRUE,58,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, SampleID, Evidence, FaunaType, FamilyName, Genus, SpeciesName, ComName, Count_, IUCN_GL, IUCN_Carn, IUCN_BBird, IUCN_Rep, HCP_SC_04, HCP_SR_21, HCP_SR_20, GCC_Con, Bon_Con, UNEP_Bats, Local_Stat, CoverPerc, D_Dominant, A_Abundant, F_Frequent, O_Occasional, R_Rare, EnvType, Biotope, Temp, WindDirect, WindSpeed, CloudCov, Rain, Photo, PhotoEx, Author, Comments, Source, Lat1, Long1, CreationDate, Creator, EditDate, Editor, Remarks, Min_, Max_, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms, UTC], ObsTime:object, ObsMethod:object, SampleID:object, Evidence:object, FaunaType:object, FamilyName:object, Genus:object, SpeciesName:object, ComName:object, Count_:int32, IUCN_GL:object, IUCN_Carn:object, IUCN_BBird:object, IUCN_Rep:object, HCP_SC_04:object, HCP_SR_21:object, HCP_SR_20:object, GCC_Con:object, Bon_Con:object, UNEP_Bats:object, Local_Stat:object, CoverPerc:object, D_Dominant:object, A_Abundant:object, F_Frequent:object, O_Occasional:object, R_Rare:object, EnvType:object, Biotope:object, Temp:float64, WindDirect:object, WindSpeed:object, CloudCov:object, Rain:object, Photo:object, PhotoEx:object, Author:object, Comments:object, Source:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, Remarks:object, Min_:float64, Max_:float64, geometry:geometry",Avifauna_Sighting,2.367,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,Marine_Megafauna_September_2023_KBD,success,,EPSG:4326,4326,Point,"[np.float64(34.53374100000008), np.float64(27.506392000000062), np.float64(35.44135800000004), np.float64(28.437560000000076)]","[(35.39732190386155, 27.493188714340825), (34.509649248304974, 28.122329093737452), (34.733070000000055, 28.437560000000076), (35.620742655556604, 27.80841962060342), (35.39732190386155, 27.493188714340825)]",33,TRUE,58,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, SampleID, Evidence, FaunaType, FamilyName, Genus, SpeciesName, ComName, Count_, IUCN_GL, IUCN_Carn, IUCN_BBird, IUCN_Rep, HCP_SC_04, HCP_SR_21, HCP_SR_20, GCC_Con, Bon_Con, UNEP_Bats, Local_Stat, CoverPerc, D_Dominant, A_Abundant, F_Frequent, O_Occasional, R_Rare, EnvType, Biotope, Temp, WindDirect, WindSpeed, CloudCov, Rain, Photo, PhotoEx, Author, Comments, Source, Lat1, Long1, CreationDate, Creator, EditDate, Editor, Remarks, Min_, Max_, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms, UTC], ObsTime:object, ObsMethod:object, SampleID:object, Evidence:object, FaunaType:object, FamilyName:object, Genus:object, SpeciesName:object, ComName:object, Count_:int32, IUCN_GL:object, IUCN_Carn:object, IUCN_BBird:object, IUCN_Rep:object, HCP_SC_04:object, HCP_SR_21:object, HCP_SR_20:object, GCC_Con:object, Bon_Con:object, UNEP_Bats:object, Local_Stat:object, CoverPerc:object, D_Dominant:object, A_Abundant:object, F_Frequent:object, O_Occasional:object, R_Rare:object, EnvType:object, Biotope:object, Temp:float64, WindDirect:object, WindSpeed:object, CloudCov:object, Rain:object, Photo:object, PhotoEx:object, Author:object, Comments:object, Source:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, Remarks:object, Min_:int32, Max_:int32, geometry:geometry",Marine_Megafauna,0.064,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,Planned_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.51014657600007), np.float64(27.268224460000056), np.float64(35.648267513000064), np.float64(29.363327904000073)]","[(34.903512662000026, 29.363327904000073), (35.66022152502645, 27.340963602143045), (34.877644038817266, 27.048146269837634), (34.120935175790805, 29.070510571694594), (34.903512662000026, 29.363327904000073)]",89,TRUE,34,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, SampleID, ObsType, EnvType, Biotope, CoverPerc, Temp, WindDir, WindSpeed, CloudCov, Rain, Photo, Author, Comments, Citation, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, Shape_Length, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms], ObsTime:object, ObsMethod:object, SampleID:object, ObsType:object, EnvType:object, Biotope:object, CoverPerc:float64, Temp:float64, WindDir:object, WindSpeed:float64, CloudCov:object, Rain:object, Photo:object, Author:object, Comments:object, Citation:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms], Creator:object, EditDate:datetime64[ms], Editor:object, Shape_Length:float64, geometry:geometry",Planned_Transects,0.118,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,Summer_Survey_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.51028220400008), np.float64(27.265519565000034), np.float64(35.695854463000046), np.float64(28.610177245000045)]","[(34.74299710245042, 28.61048689671448), (35.73694544461013, 27.379707934825223), (35.27173252602989, 27.004012847817627), (34.27778418387018, 28.23479180970688), (34.74299710245042, 28.61048689671448)]",27,TRUE,34,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, SampleID, ObsType, EnvType, Biotope, CoverPerc, Temp, WindDir, WindSpeed, CloudCov, Rain, Photo, Author, Comments, Citation, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms], ObsTime:object, ObsMethod:object, SampleID:object, ObsType:object, EnvType:object, Biotope:object, CoverPerc:float64, Temp:float64, WindDir:object, WindSpeed:float64, CloudCov:object, Rain:object, Photo:object, Author:object, Comments:object, Citation:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",Summer_Survey,0.035,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\04_Summer Interim Report\Summer Interim Report GIS\16_Marine_Megafauna_SummerSurvey_2023.gdb,Zones,failed,list index out of range,EPSG:4326,4326,MultiPolygon,"[np.float64(34.455894697000076), np.float64(27.200024472000052), np.float64(35.678151392000075), np.float64(29.369666395000024)]","[(34.95100568049644, 29.38525004785063), (35.69443983982076, 27.304829365444206), (34.784311223777635, 26.979596729436), (34.04087706445331, 29.060017411842423), (34.95100568049644, 29.38525004785063)]",8,TRUE,20,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, Author, StartDate, EndDate, Citation, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, SHAPE_Length, SHAPE_Area, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, Author:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], Citation:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, SHAPE_Area:float64, geometry:geometry",,,
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Survey_Boundary,success,,EPSG:32636,32636,MultiPolygon,"[np.float64(643259.7836999996), np.float64(3010869.1075), np.float64(764940.8788000001), np.float64(3250454.3059)]","[(689436.5216739475, 3251906.021573756), (767389.6517245125, 3020834.855102127), (675942.7032640992, 2989984.723646988), (597989.5732135342, 3221055.890118617), (689436.5216739475, 3251906.021573756)]",8,TRUE,23,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, Author, StartDate, EndDate, Source, Project_Re, BDC_Projec, Surveyor_N, CreationDate, Creator, EditDate, Editor, SHAPE_Length, SHAPE_Area, Document_Number, DocumentTitle, ReportDate, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, Author:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, SHAPE_Area:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.011,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Survey_Planned_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.45928255100006), np.float64(27.268224460000056), np.float64(35.648267513000064), np.float64(29.363327904000073)]","[(34.903512662000026, 29.363327904000073), (35.66022152502645, 27.340963602143045), (34.789225033733054, 27.015062495195366), (34.0325161707066, 29.037426797052326), (34.903512662000026, 29.363327904000073)]",97,TRUE,30,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, ObsTime, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], ObsTime:object, Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.158,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Winter_Survey_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.53615328300003), np.float64(27.269729879000067), np.float64(35.69527200400006), np.float64(28.48559173800004)]","[(34.72059563801142, 28.485653849492792), (35.799024130148226, 27.454498579596805), (35.418056595215106, 27.056065621685004), (34.3396281030783, 28.087220891580987), (34.72059563801142, 28.485653849492792)]",19,TRUE,30,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, ObsTime, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], ObsTime:object, Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.032,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Marine_Megafauna,success,,EPSG:4326,4326,Point,"[np.float64(34.535942000000034), np.float64(27.397659000000033), np.float64(35.45549803000006), np.float64(28.528404000000023)]","[(34.72284200000007, 28.528404000000023), (35.6286057359189, 27.569987089326727), (35.31666986343941, 27.27518824127048), (34.4109061275206, 28.233605151943806), (34.72284200000007, 28.528404000000023)]",65,TRUE,43,"globalid, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, ObsDate, ObsTime, ObsMethod, SampleID, FamilyName, Genus, SpeciesName, ComName, Count_, IUCN_GL, HCP_SC_04, Habitat, SampleDepth, WTemp, Visability, Tide, CurrDir, CurrSpeed, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","globalid:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], ObsDate:datetime64[ms, UTC], ObsTime:object, ObsMethod:object, SampleID:object, FamilyName:object, Genus:object, SpeciesName:object, ComName:object, Count_:float64, IUCN_GL:object, HCP_SC_04:object, Habitat:object, SampleDepth:float64, WTemp:float64, Visability:float64, Tide:object, CurrDir:object, CurrSpeed:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms, UTC], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.143,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Hydrophone_Deployment,success,,EPSG:4326,4326,Point,"[np.float64(34.51054400000004), np.float64(27.26828100000006), np.float64(35.647871000000066), np.float64(28.61017400000003)]","[(34.742815000000064, 28.61017400000003), (35.702262962998304, 27.416520781676176), (35.238851827417164, 27.044034984931628), (34.27940386441889, 28.237688203255452), (34.742815000000064, 28.61017400000003)]",157,TRUE,30,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, ObsTime, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, Notes, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms, UTC], ObsTime:object, Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, Notes:object, geometry:geometry",MM_NEOM,0.274,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_M_V_N_Summer_Survey_Transects,success,,EPSG:4326,4326,MultiLineString,"[np.float64(34.51028220400008), np.float64(27.265519565000034), np.float64(35.695854463000046), np.float64(28.610177245000045)]","[(34.74299710245042, 28.61048689671448), (35.73694544461013, 27.379707934825223), (35.27173252602989, 27.004012847817627), (34.27778418387018, 28.23479180970688), (34.74299710245042, 28.61048689671448)]",27,TRUE,30,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, SampleType, ObsMethod, ObsDate, ObsTime, Effort, Photo, Author, Comments, Source, Project_Re, BDC_Projec, Surveyor_N, Document_Number, DocumentTitle, ReportDate, CreationDate, Creator, EditDate, Editor, SHAPE_Length, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms, UTC], EndDate:datetime64[ms, UTC], SampleID:object, SampleType:object, ObsMethod:object, ObsDate:datetime64[ms], ObsTime:object, Effort:object, Photo:object, Author:object, Comments:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Document_Number:object, DocumentTitle:object, ReportDate:datetime64[ms, UTC], CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, SHAPE_Length:float64, geometry:geometry",MM_NEOM,0.045,FALSE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Cetacean_Sighting_KBD_2018_2023,success,,EPSG:4326,4326,Point,"[np.float64(34.53475800000007), np.float64(27.43357600400003), np.float64(35.52975999900008), np.float64(28.437560000000076)]","[(34.733070000000055, 28.437560000000076), (35.67248917337428, 27.616929676384753), (35.41528359230114, 27.32249276928329), (34.47586441892691, 28.14312309289861), (34.733070000000055, 28.437560000000076)]",164,TRUE,25,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.25,TRUE
D:\NEOM_PROJECT\Marine_New_Data\Megafauna Boat Survey\06 Deliverables\GIS data\20231217_Final Neom Schema Submission\83291_NEOM_MM_OBS_KBD.gdb,MM_NEOM_Dugong_Sighting_KBD_2018_2023,success,,EPSG:4326,4326,Point,"[np.float64(34.580088000000046), np.float64(27.568255300000033), np.float64(35.49685014000005), np.float64(28.229318147000072)]","[(35.41845166565366, 27.487251092588345), (34.543296001381734, 28.06968256758086), (34.71277990425618, 28.324347371891772), (35.58793556852811, 27.74191589689926), (35.41845166565366, 27.487251092588345)]",57,TRUE,25,"GlobalID, MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, ObsDate, SpeciesName, ComName, Author, Source, Project_Re, BDC_Projec, Surveyor_N, Lat1, Long1, CreationDate, Creator, EditDate, Editor, UID, Document_Number, DocumentTitle, ReportDate, geometry","GlobalID:object, MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, ObsDate:datetime64[ms, UTC], SpeciesName:object, ComName:object, Author:object, Source:object, Project_Re:object, BDC_Projec:object, Surveyor_N:object, Lat1:float64, Long1:float64, CreationDate:datetime64[ms, UTC], Creator:object, EditDate:datetime64[ms], Editor:object, UID:float64, Document_Number:object, DocumentTitle:object, ReportDate:object, geometry:geometry",MM_NEOM,0.086,FALSE
