shapefile_path,layer_name,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,has_timestamp,min_date,max_date,field_count,field_names,field_types,first_word,Species,activity,memory_mb,has_z
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220615_Yuba_RP_Waypoints.shp,20220615_Yuba_RP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(711103.8074040549), np.float64(3073725.565047053), np.float64(711386.4946829065), np.float64(3074436.6391920466)]","[(711183.2273910685, 3073706.9470908972), (711093.8865946988, 3074423.6951814713), (711352.9780846101, 3074455.9902657587), (711442.3188809799, 3073739.2421751847)]",13.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220615_Yuba,,Survey,0.007,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_DT_Tracklog.shp,20220616_Yuba_DT_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(709690.830697641), np.float64(3073625.843776261), np.float64(711640.2332578455), np.float64(3075660.867248347)]","[(711572.8865030427, 3073621.825456771), (709659.7053195605, 3075630.538782107), (710232.0040824706, 3076175.619660856), (712145.1852659526, 3074166.9063355206)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Yuba,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_DT_Waypoints.shp,20220616_Yuba_DT_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(709690.9597146779), np.float64(3073654.29340982), np.float64(711555.0914228837), np.float64(3075659.60233327)]","[(711555.0914228837, 3073654.29340982), (709679.4138063965, 3075648.743895384), (710176.501557476, 3076116.2293512872), (712052.1794682622, 3074121.779037063)]",28.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Yuba,,Survey,0.015,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_RAP_Tracklog.shp,20220616_Yuba_RAP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(709691.4482546917), np.float64(3073626.0718886554), np.float64(711640.0490953957), np.float64(3075661.972049612)]","[(711573.0349291904, 3073620.13421658), (709660.8102779485, 3075631.797616611), (710241.6537750079, 3076183.9293766124), (712153.8784262497, 3074172.2659765817)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Yuba,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_RAP_Waypoints.shp,20220616_Yuba_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(709710.970899981), np.float64(3075096.72425835), np.float64(710920.7651731697), np.float64(3075653.963242579)]","[(709710.970899981, 3075653.963242579), (710941.3422827844, 3075467.774169446), (710874.3451329288, 3075025.0449261665), (709643.9737502852, 3075211.2340634433)]",21.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Yuba,,Survey,0.011,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_RP_Tracklog.shp,20220616_Yuba_RP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(710627.0075528605), np.float64(3074457.934552759), np.float64(711195.0102959317), np.float64(3075347.566370701)]","[(710921.4528523656, 3075349.6011123923), (711218.0053177194, 3074567.7457457334), (710805.864880496, 3074411.423658532), (710509.3124151422, 3075193.279025191)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Yuba,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\20220616_Yuba_RP_Waypoints.shp,20220616_Yuba_RP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(710649.1257993745), np.float64(3074474.0165571743), np.float64(711304.9727022834), np.float64(3075330.707590616)]","[(710921.8685911199, 3075330.707590616), (711304.9727022834, 3074579.3999452596), (710858.884857598, 3074351.932466075), (710475.7807464087, 3075103.240111396)]",32.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Yuba,,Survey,0.017,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_FOV.shp,Yuba_FOV,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3910411.78583489), np.float64(3219817.076150664), np.float64(3912822.4480003803), np.float64(3222466.010351545)]","[(3912553.0616842117, 3219629.894860408), (3910363.1772111366, 3222400.261460103), (3911218.6331630372, 3223076.471498845), (3913408.517636113, 3220306.1048991494)]",1.0,True,False,,,17.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, geometry:geometry",Yuba_FOV,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_FOV_Clipped.shp,Yuba_FOV_Clipped,success,,EPSG:3857,3857.0,MultiPolygon,"[np.float64(3910411.78583489), np.float64(3220094.714969502), np.float64(3912518.4427576656), np.float64(3222466.010351545)]","[(3912303.7785015358, 3219998.4927906636), (3910361.7761998335, 3222397.833934415), (3911108.764239349, 3223002.438450849), (3913050.766541051, 3220603.097307098)]",1.0,True,False,,,18.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Area, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Area:float64, geometry:geometry",Yuba_FOV,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_1.shp,Yuba_tracklog_3857_1,success,,EPSG:3857,3857.0,LineString,"[np.float64(3911983.2950347913), np.float64(3220060.0351211797), np.float64(3912668.270455868), np.float64(3221672.6300110063)]","[(3912112.074563992, 3220014.5155308703), (3911943.662905835, 3221648.9605342518), (3912555.5763661237, 3221712.0115147475), (3912723.988024281, 3220077.5665113665)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_2.shp,Yuba_tracklog_3857_2,success,,EPSG:3857,3857.0,LineString,"[np.float64(3911804.4070064556), np.float64(3219867.057850294), np.float64(3912772.4663007506), np.float64(3221940.19790729)]","[(3912207.737191191, 3219757.828720114), (3911788.9786461694, 3221922.8609731095), (3912401.098921791, 3222041.2567132385), (3912819.8574668122, 3219876.2244602437)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_3.shp,Yuba_tracklog_3857_3,success,,EPSG:3857,3857.0,MultiLineString,"[np.float64(3912030.2284119083), np.float64(3220047.6655160757), np.float64(3912590.797723043), np.float64(3221038.0182629377)]","[(3912326.369779866, 3221071.7287282418), (3912612.6836022944, 3220054.7833854235), (3912221.03347985, 3219944.517042789), (3911934.7196574216, 3220961.4623856074)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_4.shp,Yuba_tracklog_3857_4,success,,EPSG:3857,3857.0,LineString,"[np.float64(3910461.7670877967), np.float64(3220068.038998142), np.float64(3912630.5651305793), np.float64(3222414.9987994726)]","[(3912546.6492874627, 3220063.5458535636), (3910425.8769916794, 3222381.4006372225), (3911085.9952556863, 3222985.3903848035), (3913206.7675514696, 3220667.535601145)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_5.shp,Yuba_tracklog_3857_5,success,,EPSG:3857,3857.0,LineString,"[np.float64(3910462.485554922), np.float64(3220068.292077876), np.float64(3912629.529425169), np.float64(3222416.0113172373)]","[(3912546.706150427, 3220061.7095487267), (3910427.1584025756, 3222382.802519066), (3911097.105381136, 3222994.5766393556), (3913216.653128987, 3220673.483669016)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_6.shp,Yuba_tracklog_3857_6,success,,EPSG:3857,3857.0,LineString,"[np.float64(3911503.641479277), np.float64(3221026.2805301677), np.float64(3912139.966676127), np.float64(3222035.203180559)]","[(3911845.2964845058, 3222037.386084151), (3912165.080039034, 3221143.1243751077), (3911696.0797339063, 3220975.4121907083), (3911376.296179378, 3221869.6738997516)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_Clipped.shp,Yuba_tracklog_3857_Clipped,success,,EPSG:3857,3857.0,"LineString, MultiLineString","[np.float64(3910461.7670877967), np.float64(3220117.2961199814), np.float64(3912511.402869965), np.float64(3222416.0113172373)]","[(3912314.6367203495, 3220012.148811173), (3910433.369153088, 3222392.046074091), (3911154.915501869, 3222962.4159658034), (3913036.1830691304, 3220582.5187028856)]",6.0,True,False,,,18.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Length, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Length:float64, geometry:geometry",Yuba_tracklog,,Survey,0.004,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_3857_Merged.shp,Yuba_tracklog_3857_Merged,success,,EPSG:3857,3857.0,"LineString, MultiLineString","[np.float64(3910461.7670877967), np.float64(3219867.057850294), np.float64(3912772.4663007506), np.float64(3222416.0113172373)]","[(3912561.286822373, 3219700.124135407), (3910433.369153088, 3222392.046074091), (3911210.436987461, 3223006.304738546), (3913338.3546567457, 3220314.3827998624)]",6.0,True,False,,,17.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, geometry:geometry",Yuba_tracklog,,Survey,0.004,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved1.shp,Yuba_tracklog_buffered_dissolved1,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3911933.295188773), np.float64(3220010.0372734494), np.float64(3912718.2022191407), np.float64(3221722.617441093)]","[(3912067.4503689664, 3219959.671324942), (3911888.8331513465, 3221693.583505223), (3912600.2087886236, 3221766.8651506444), (3912778.8260062435, 3220032.952970363)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved2.shp,Yuba_tracklog_buffered_dissolved2,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3911754.412432019), np.float64(3219817.076150664), np.float64(3912822.4480003803), np.float64(3221990.1940633156)]","[(3912168.136445546, 3219699.254772969), (3911730.4138704143, 3221962.437443376), (3912440.702155498, 3222099.8144304613), (3912878.4247306297, 3219836.6317600543)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved3.shp,Yuba_tracklog_buffered_dissolved3,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3911980.238670493), np.float64(3219997.6753338673), np.float64(3912640.7877522046), np.float64(3221088.002013955)]","[(3912360.944753314, 3221133.4042861005), (3912674.3596704802, 3220020.215334452), (3912186.479196869, 3219882.8540913337), (3911873.0642797025, 3220996.0430429825)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved4.shp,Yuba_tracklog_buffered_dissolved4,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3910411.78583489), np.float64(3220018.0655795415), np.float64(3912680.5162035557), np.float64(3222464.972003791)]","[(3912543.5103794993, 3219992.915253541), (3910355.252823616, 3222384.5504412586), (3911089.142041031, 3223056.0318751056), (3913277.399596914, 3220664.396687388)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved5.shp,Yuba_tracklog_buffered_dissolved5,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3910412.5057446333), np.float64(3220018.32694258), np.float64(3912679.529317876), np.float64(3222466.010351545)]","[(3912543.4836772913, 3219991.0913421637), (3910356.552733979, 3222386.0195463276), (3911100.3335838597, 3223065.2037293534), (3913287.2645271714, 3220670.2755251895)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Shapefiles\Yuba_tracklog_buffered_dissolved6.shp,Yuba_tracklog_buffered_dissolved6,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3911453.6440644786), np.float64(3220976.285935229), np.float64(3912189.949153285), np.float64(3222085.1984361648)]","[(3911875.542606526, 3222101.2977748504), (3912228.9959284193, 3221112.8801722354), (3911665.847483856, 3220911.50103041), (3911312.394161963, 3221899.918633025)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Yuba_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_DT_Tracklog.shp,20220616_Walih_DT_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(713568.5256309491), np.float64(3075063.3419504818), np.float64(714786.8597875398), np.float64(3075645.356974167)]","[(713591.3295682572, 3075645.356974167), (714832.3910474117, 3075219.671971507), (714743.8907111036, 3074961.653987785), (713502.8291331127, 3075387.3389168074)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Walih,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_DT_Waypoints.shp,20220616_Walih_DT_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(711557.7218230696), np.float64(3073656.1129470835), np.float64(714884.3131395753), np.float64(3075645.112607046)]","[(714884.3131395753, 3075128.2614904097), (711557.7218230696, 3073656.1129470835), (711154.6919555241, 3074566.833972655), (714481.2832722643, 3076038.982515768)]",18.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Walih,,Survey,0.01,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RAP_Tracklog.shp,20220616_Walih_RAP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(714566.1348609487), np.float64(3074819.794421542), np.float64(714980.6197805023), np.float64(3075511.618885542)]","[(714566.1348609487, 3074819.794421542), (714692.5923240664, 3075531.754695524), (715058.7390030918, 3075466.7201952883), (714932.2815388376, 3074754.7599217924)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Walih,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RAP_Waypoints.shp,20220616_Walih_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(714648.7832729266), np.float64(3075181.429415014), np.float64(714943.4159618049), np.float64(3075497.7363810823)]","[(714954.5156338367, 3075429.3031423776), (714663.3175669301, 3075181.429415014), (714534.5356950645, 3075332.7196800597), (714825.7341695001, 3075580.5936179627)]",25.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220616_Walih,,Survey,0.013,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RP_Tracklog.shp,20220616_Walih_RP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(713911.5842883757), np.float64(3075054.6426246166), np.float64(714925.2299913813), np.float64(3075233.492850523)]","[(713913.2422283355, 3075236.811470789), (714926.8016280751, 3075218.9836846595), (714923.7587420327, 3075045.987120298), (713910.1993422931, 3075063.8149064276)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220616_Walih,,Survey,0.001,True
